Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration
3422,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,154100,2022-09-30,18:30:00,2022-10-01,18:36:00
3423,SERC,South Carolina:,Severe Weather,Unknown,108930,2022-09-30,13:46:00,2022-09-30,18:09:00
3424,SERC,North Carolina:,Severe Weather,Unknown,48323,2022-09-30,02:45:00,2022-10-01,16:15:00
3425,WECC,California: Los Angeles County;,Vandalism,2,0,2022-09-30,11:00:00,2022-09-30,12:00:00
3426,WECC,California: Mendocino County;,Actual Physical Event,0,0,2016-10-01,12:24:00,2016-10-02,02:04:00
3427,RF,Ohio: Indiana: Michigan: Kentucky: West Virginia: Virginia:,System Operations,Unknown,Unknown,2018-10-01,12:44:00,2018-10-01,17:32:00
3428,WECC,Utah:,Transmission Interruption,50,4000,2016-10-02,23:30:00,2016-10-05,08:00:00
3429,SERC,Virginia: Hanover County;,Suspicious Activity,0,0,2020-10-02,19:30:00,2020-10-04,06:30:00
3430,TRE,Texas:,Public Appeal,Unknown,Unknown,2016-10-03,15:09:00,2016-10-04,19:00:00
3431,SERC,Illinois:,System Operations,0,0,2018-10-03,07:38:00,2018-10-03,07:48:00
3432,SERC,Missouri: Reynolds County;,Vandalism,0,0,2019-10-03,00:13:00,2019-10-03,04:00:00
3433,TRE,Texas: Cameron County;,Suspicious Activity,0,0,2021-10-03,10:40:00,2021-10-03,11:54:00
3434,SERC,Alabama: Barbour County; Virginia:,Suspicious activity,0,0,2022-10-03,06:00:00,2022-10-04,07:00:00
3435,WECC,California: Los Angeles County;,Vandalism,1,0,2022-10-03,13:45:00,2022-10-03,14:30:00
3436,SERC,Tennessee: Shelby County;,Vandalism,0,0,2017-10-04,02:30:00,,
3437,SERC,Mississippi:,Actual Physical Attack,Unknown,Unknown,2017-10-04,01:20:00,2017-10-04,03:00:00
3438,SPP RE,Oklahoma: Osage County;,Vandalism,4,2089,2018-10-04,06:00:00,2018-10-04,08:00:00
3439,WECC,California:,Suspicious Activity,0,0,2018-10-04,16:01:00,2018-10-04,18:25:00
3440,WECC,California:,Fuel Supply Deficiency,0,0,2019-10-04,05:15:00,,
3441,WECC,Utah: Uintah County;,Vandalism,Unknown,0,2021-10-04,07:00:00,2021-10-04,08:00:00
3442,TRE,Texas:,Public Appeal,Unknown,Unknown,2016-10-05,11:32:00,2016-10-05,19:00:00
3443,WECC,California: Imperial County;,Vandalism,0,0,2016-10-05,15:51:00,,
3444,WECC,California: Santa Clara County;,Vandalism,0,0,2021-10-05,11:31:00,2021-10-05,11:32:00
3445,WECC,California: Santa Clara County;,Vandalism,0,0,2021-10-05,11:31:00,2021-10-05,11:32:00
3446,TRE,Texas:,Public Appeal,Unknown,Unknown,2016-10-06,09:50:00,2016-10-06,19:00:00
3447,FRCC,Florida:,Severe Weather,5600,1200000,2016-10-06,19:30:00,2016-10-08,18:00:00
3448,WECC,California:,Fuel Supply Deficiency,0,0,2019-10-06,05:15:00,,
3449,TRE,"Texas: Hidalgo County, Cameron County;",Transmission Interruption,Unknown,Unknown,2019-10-06,14:50:00,2019-10-06,15:00:00
3450,FRCC,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",Severe Weather,413,165000,2016-10-07,08:00:00,2016-10-09,13:00:00
3451,TRE,Texas:,Generation Inadequacy,Unknown,Unknown,2016-10-07,11:08:00,2016-10-07,19:00:00
3452,SERC,Georgia:,Severe Weather,122,36384,2016-10-07,16:22:00,2016-10-12,11:00:00
3453,FRCC,Florida:,Severe Weather,Unknown,Unknown,2016-10-07,22:45:00,,
3454,SERC,"South Carolina: Allendale County, Bamberg County, Beaufort County, Berkeley County, Charleston County, Chesterfield County, Clarendon County, Colleton County, Darlington County, Dorchester County, Florence County, Georgetown County, Hampton County, Horry County, Jasper County, Kershaw County, Lee County, Marion County, Marlboro County, Orangeburg County, Richland County, Sumter County, Williamsburg County;",Severe Weather,Unknown,Unknown,2016-10-07,23:00:00,,
3455,SERC,Louisiana: Orleans Parish;,Transmission Interruption,183,39089,2020-10-07,13:45:00,2020-10-07,13:59:00
3456,NPCC,New York: Onondaga County;,Severe Weather,Unknown,7500,2020-10-07,16:00:00,,
3457,NPCC,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,186600,2020-10-07,18:50:00,2020-10-09,15:00:00
3458,RF,Maryland: Baltimore County;,Vandalism,0,0,2021-10-07,17:15:00,2021-10-09,18:15:00
3459,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,Unknown,2016-10-08,08:21:00,2016-10-13,17:30:00
3460,SERC,North Carolina:,Severe Weather,Unknown,44875,2016-10-08,14:05:00,2016-10-09,06:06:00
3461,SERC,South Carolina:,Severe Weather,1050,290824,2016-10-08,01:10:00,,
3462,SERC,Alabama: Florida: Mississippi:,Severe Weather,306,91945,2017-10-08,03:00:00,,
3463,WECC,California: Contra Costa County;,Vandalism,0,0,2021-10-08,06:30:00,2021-10-08,10:00:00
3464,RF,Ohio: Cuyahoga County;,System Operations,210,0,2021-10-08,14:30:00,2021-10-08,18:32:00
3465,NPCC,New York: Queens County;,Suspicious activity,100,0,2022-10-08,16:23:00,2022-10-08,16:50:00
3466,WECC,California:,Severe Weather/Transmission Interruption,177,117900,2017-10-09,02:03:00,2017-10-17,13:30:00
3467,WECC,California:,Severe Weather,100,Unknown,2017-10-09,06:44:00,,
3468,WECC,Colorado: El Paso County;,System Operations,0,0,2018-10-09,20:12:00,2018-10-09,21:12:00
3469,WECC,California:,Severe Weather/Transmission Interruption,2400,737808,2019-10-09,00:27:00,,
3470,WECC,Colorado:,Transmission Interruption,0,0,2020-10-09,10:44:00,2020-10-09,22:25:00
3471,SERC,Louisiana:,Severe Weather,200,50000,2020-10-09,20:00:00,2020-10-15,07:00:00
3472,SERC,"Louisiana: Acadia Parish, Beauregard Parish, Calcasieu Parish, Evangeline Parish, Iberia Parish, Rapides Parish, Vernon Parish, Avoyelles Parish, Grant Parish, Natchitoches Parish, St. Landry Parish, St. Mary Parish, St. Tammany Parish;",Severe Weather,Unknown,132200,2020-10-09,19:50:00,2020-10-11,15:09:00
3473,SERC,Louisiana: Texas: Arkansas: Mississippi:,Severe Weather,Unknown,477966,2020-10-09,17:30:00,2020-10-10,18:00:00
3474,SERC,Louisiana: Lafayette Parish;,Severe Weather,Unknown,50000,2020-10-09,20:00:00,2020-10-10,06:00:00
3475,SERC,North Carolina:,System Operations,0,0,2021-10-09,17:01:00,2021-10-10,06:30:00
3476,TRE,Texas:,Generation Inadequacy,Unknown,Unknown,2016-10-10,13:15:00,2016-10-10,19:00:00
3477,FRCC,Florida: Alabama: Georgia:,Severe Weather,152,45604,2018-10-10,11:59:00,,
3478,FRCC,Florida:,Severe Weather,330,55000,2018-10-10,16:00:00,2018-10-19,06:00:00
3479,WECC,Utah:,Vandalism,0,0,2018-10-10,17:00:00,2018-10-15,05:00:00
3480,FRCC,Florida:,Severe Weather,135,60717,2018-10-10,14:00:00,2018-10-11,06:00:00
3481,NPCC,Maine:,System Operations,0,0,2018-10-10,05:41:00,2018-10-10,07:54:00
3482,NPCC,Maine:,System Operations,0,0,2019-10-10,02:06:00,2019-10-10,05:05:00
3483,WECC,Colorado: Jefferson County;,System Operations,0,0,2019-10-10,00:22:00,2019-10-10,02:12:00
3484,WECC,Washington: Oregon:,Transmission Interruption,0,0,2020-10-10,23:10:00,2020-10-10,23:15:00
3485,WECC,Oregon: Clackamas County;,System Operations,0,0,2020-10-10,08:05:00,2020-10-10,12:00:00
3486,SERC,Louisiana: Lafayette Parish;,Severe Weather,Unknown,Unknown,2020-10-10,02:22:00,2020-10-10,05:00:00
3487,TRE,"Texas: Collin County, Dallas County, Denton County, Ellis County, Hunt County, Johnson County, Palo Pinto County, Tarrant County, Wichita County;",Severe Weather,Unknown,110000,2021-10-10,22:15:00,2021-10-12,17:00:00
3488,TRE/SERC,Texas: Louisiana: Arkansas: Pope County; Mississippi:,Vandalism,Unknown,0,2022-10-10,15:50:00,2022-10-10,16:05:00
3489,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,170222,2018-10-11,16:42:00,2018-10-12,21:00:00
3490,SERC,North Carolina:,Severe Weather,Unknown,117000,2018-10-11,18:55:00,2018-10-12,12:00:00
3491,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,240807,2018-10-11,13:15:00,,
3492,SERC,South Carolina:,Severe Weather,Unknown,71654,2018-10-11,07:21:00,2018-10-11,15:00:00
3493,RF,Michigan: Wayne County;,System Operations,0,0,2019-10-11,10:56:00,2019-10-11,11:46:00
3494,WECC,California:,Severe Weather,126,84000,2021-10-11,14:22:00,2021-10-11,20:30:00
3495,WECC,Nevada: Clark County;,Vandalism,4,1671,2016-10-12,12:09:00,2016-10-12,13:16:00
3496,SERC,Mississippi: Coahoma County;,System Operations,Unknown,Unknown,2017-10-12,09:09:00,,
3497,RF,Maryland: Garrett County;,Transmission Interruption,0,0,2018-10-12,03:36:00,2018-10-12,13:56:00
3498,TRE,Texas:,Transmission Interruption,0,0,2019-10-12,15:00:00,2019-10-12,16:21:00
3499,FRCC,Florida: Polk County;,Transmission Interruption,0,0,2020-10-12,04:06:00,2020-10-12,04:07:00
3500,RF,Illinois: Cook County;,Suspicious Activity,0,0,2021-10-12,20:08:00,2021-10-12,20:09:00
3501,WECC,"Washington: Whatcom County, King County, Pierce County, Thurston County, Kittitas County, Kitsap County;",Severe Weather,Unknown,76000,2020-10-13,13:14:00,2020-10-14,14:00:00
3502,WECC,California: Los Angeles County;,Vandalism,1,0,2022-10-13,10:00:00,2022-10-13,11:00:00
3503,WECC,California:,Natural Disaster,Unknown,60000,2018-10-14,22:11:00,,
3504,TRE,Texas: Pecos County;,Transmission Interruption,18,Unknown,2020-10-14,18:26:00,2020-10-15,13:11:00
3505,NPCC,Connecticut: Massachusetts: Maine: Rhode Island: New Hampshire: Vermont:,Sever Weather,Unknown,76388,2022-10-14,13:15:00,2022-10-14,17:45:00
3506,RE ,Texas: Bee County;,Cyber Event,0,0,2022-10-14,13:30:00,,
3507,RF,Ohio:,Transmission Interruption,0,0,2019-10-15,03:19:00,2019-10-15,06:38:00
3508,SPP RE,Kansas: Shawnee County;,System Operations,0,0,2019-10-15,19:57:00,2019-10-15,20:44:00
3509,WECC,Washington: Walla Walla County;,Vandalism,0,0,2020-10-15,23:43:00,,
3510,RF,Michigan:,System Operations,0,0,2020-10-15,16:50:00,,
3511,WECC,Arizona: Maricopa County;,System Operations,0,0,2022-10-15,09:52:00,2022-10-15,10:23:00
3512,SERC,Louisiana: Lafourche Parish;,System Operations,69,16225,2022-10-15,20:04:00,2022-10-18,16:03:00
3513,WECC,Washington:,Transmission Interruption,0,0,2017-10-16,15:55:00,2017-10-16,16:10:00
3514,WECC,Washington: Montana:,Transmission Interruption,0,0,2017-10-16,15:45:00,2017-10-16,16:09:00
3515,NPCC,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,Severe Weather,Unknown,18000,2018-10-16,04:15:00,2018-10-16,17:11:00
3516,SPP RE,Texas: Louisiana: Arkansas: Mississippi:,Vandalism,0,0,2019-10-16,07:00:00,,
3517,SERC,Kentucky:,Vandalism,62,0,2020-10-16,14:00:00,2020-10-16,16:00:00
3518,WECC,Oregon: Lane County;,Transmission Interruption,Unknown,Unknown,2021-10-16,14:16:00,2021-10-16,18:41:00
3519,NPCC,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,Severe Weather,Unknown,101683,2019-10-17,00:45:00,2019-10-19,09:30:00
3520,WECC,"Oregon: Deschutes County, Lake County;",Vandalism,0,0,2016-10-18,14:06:00,2016-10-21,15:00:00
3521,RF,Pennsylvania:,System Operations,0,0,2021-10-18,22:18:00,2021-10-18,23:30:00
3522,RF,Pennsylvania: Montgomery County;,Suspicious Activity,0,0,2021-10-18,23:26:00,2021-10-19,15:00:00
3523,SERC,Georgia: DeKalb County;,Suspicious Activity,0,0,2021-10-18,23:27:00,2021-10-19,10:05:00
3524,SERC/MRO,Missouri: Boone County;,Suspicious Activity,0,0,2021-10-18,22:26:00,2021-10-19,08:19:00
3525,SERC,Florida: Putnam County;,Vandalism,0,0,2021-10-18,11:47:00,2021-10-18,11:48:00
3526,TRE/SERC,Texas: Louisiana: Arkansas: Pope County; Mississippi:,Vandalism,Unknown,Unknown,2022-10-18,15:12:00,,
3527,WECC,Utah: Salt Lake County;,Suspected Physical Attack,0,0,2017-10-19,16:01:00,2017-10-19,16:02:00
3528,MRO,South Dakota: Codington County; Nebraska: Scotts Bluff County;,Transmission Interruption,0,0,2019-10-19,05:57:00,2019-10-19,13:58:00
3529,WECC,California: Imperial County;,System Operations,0,0,2019-10-19,14:00:00,2019-10-19,21:07:00
3530,RF,Ohio: Summit County;,System Operations,42,1,2021-10-19,15:34:00,2021-10-19,16:26:00
3531,WECC,Oregon:,Vandalism,0,0,2016-10-20,12:30:00,2016-10-20,12:31:00
3532,WECC,Washington:,Severe Weather,900,Unknown,2017-10-20,03:44:00,2017-10-20,03:45:00
3533,TRE,Texas:,Vandalism,0,0,2017-10-20,18:30:00,2017-10-20,22:22:00
3534,TRE,"Texas: Cass County, Cameron County, Collin County, Dallas County, Ellis County, Erath County, Hunt County, Kaufman County, Lamar County, Panola County, Rains County, Rockwall County, Rusk County, Tarrant County, Van Zandt County, Wood County;",Severe Weather,Unknown,400000,2019-10-20,22:15:00,2019-10-25,02:00:00
3535,SERC,Illinois: Massac County;,Transmission Interruption,0,0,2020-10-20,18:48:00,2020-10-20,18:49:00
3536,MRO/RF,Wisconsin: Eau Claire County;,System Operations,0,0,2021-10-20,23:00:00,2021-10-21,01:20:00
3537,RF,West Virginia:,Severe Weather,Unknown,63408,2018-10-21,00:16:00,2018-10-21,16:14:00
3538,WECC,California: Trinity County;,Suspicious activity,0,0,2022-10-21,11:15:00,2022-10-21,11:18:00
3539,SERC,Louisiana: Mississippi: Arkansas: Texas:,Severe Weather,Unknown,Unknown,2017-10-22,08:45:00,2017-10-22,14:00:00
3540,WECC,Utah: Salt Lake County;,Vandalism,0,0,2018-10-22,10:25:00,2018-10-22,10:31:00
3541,WECC,Idaho:,Suspicious Activity,0,0,2020-10-22,08:00:00,2020-10-22,08:01:00
3542,FRCC,Florida: Pinellas County;,System Operations,0,0,2020-10-22,22:48:00,2020-10-22,23:34:00
3543,SERC,Louisiana: Lafayette Parish;,System Operations,132,0,2021-10-22,19:55:00,2021-10-23,05:55:00
3544,SERC,North Carolina: South Carolina:,Severe Weather,440,115144,2017-10-23,17:50:00,2017-10-24,18:17:00
3545,NPCC,New York: Monroe County;,System Operations,0,0,2019-10-23,00:49:00,2019-10-23,04:05:00
3546,NPCC,New York: Broome County;,System Operations,0,0,2019-10-23,00:49:00,2019-10-23,04:05:00
3547,WECC,California:,Severe Weather/Transmission Interruption,Unknown,50000,2019-10-23,14:36:00,,
3548,RF,Ohio:,Transmission Interruption,Unknown,Unknown,2020-10-23,15:42:00,2020-10-23,23:11:00
3549,TRE,Texas: Harris County;,Severe Weather,Unknown,55506,2020-10-23,15:46:00,2020-10-23,23:03:00
3550,RF,Michigan: Wayne County;,System Operations,0,0,2018-10-24,12:32:00,2018-10-24,13:33:00
3551,RF,Ohio: Lorain County;,Transmission Interruption,0,0,2019-10-24,17:02:00,2019-10-24,17:09:00
3552,WECC,California:,Fuel Supply Deficiency,0,0,2019-10-24,05:15:00,,
3553,MRO,Minnesota: Hennepin County;,Transmission Interruption,1,4,2020-10-24,20:13:00,2020-10-24,22:52:00
3554,WECC,California:,Severe Weather,116,59000,2021-10-24,08:55:00,2021-10-25,18:15:00
3555,WECC,"Washington: King County, Pierce County, Skagit County, Thurston County;",Severe Weather,Unknown,233000,2021-10-24,07:00:00,2021-10-26,21:30:00
3556,NPCC,Massachusetts: Essex County[13];,Cyber Event,0,0,2022-10-24,00:00:00,2022-10-28,00:00:00
3557,TRE/WECC,Texas: New Mexico: Chaves County;,System Operations,34,7551,2022-10-24,16:29:00,2022-10-24,18:05:00
3558,SERC,Tennessee: Shelby County;,Vandalism,0,0,2016-10-25,07:40:00,2016-10-27,07:40:00
3559,WECC,California:,Suspicious Activity,Unknown,Unknown,2017-10-25,12:00:00,2017-10-25,16:00:00
3560,SERC,South Carolina: Cherokee County;,Suspicious Activity,0,0,2019-10-25,02:53:00,2019-10-25,04:37:00
3561,WECC,California:,Severe Weather,1218,370000,2020-10-25,14:32:00,2020-10-27,18:00:00
3562,MRO,Wisconsin: Milwaukee County; Michigan:,Suspicious Activity,0,0,2020-10-25,03:25:00,2020-10-25,03:45:00
3563,TRE,Texas: Harris County;,System Operations,Unknown,109865,2022-10-25,01:45:00,2022-10-25,13:50:00
3564,WECC,Wyoming: Sweetwater County;,Vandalism,0,0,2016-10-26,05:26:00,2016-10-26,05:27:00
3565,WECC,Montana: Big Horn County;,Actual Physical Attack,0,0,2017-10-26,17:50:00,,
3566,WECC,Washington: Whatcom County; Montana:,Transmission Interruption,0,0,2017-10-26,08:17:00,2017-10-26,08:41:00
3567,WECC,Washington: Clark County;,Transmission Interruption,0,0,2017-10-26,08:17:00,2017-10-26,08:41:00
3568,WECC,California:,Severe Weather/Transmission Interruption,3190,972000,2019-10-26,18:20:00,2019-10-31,01:27:00
3569,NPCC,Maine:,System Operations,0,0,2019-10-26,08:07:00,2019-10-26,08:45:00
3570,SERC,Louisiana:,Severe Weather,Unknown,82124,2019-10-26,05:15:00,2019-10-26,17:31:00
3571,SERC,Tennessee:,Severe Weather,Unknown,70000,2019-10-26,18:00:00,,
3572,SPP RE,"Oklahoma: Oklahoma County, Canadian County, Logan County, Cleveland County, Pottawatomie County;",Severe Weather,Unknown,447000,2020-10-26,13:00:00,2020-11-07,19:00:00
3573,WECC,"California: Los Angeles County, Riverside County, San Bernardino County, Orange County, Kern County, Ventura County;",Severe Weather,Unknown,136833,2020-10-26,11:24:00,2020-10-27,16:43:00
3574,WECC,Colorado:,Transmission Interruption,75,13000,2020-10-26,09:28:00,2020-10-26,12:20:00
3575,SERC,Kentucky:,Vandalism,64,0,2020-10-26,10:00:00,2020-10-26,10:15:00
3576,TRE,Texas:,System Operations,0,0,2022-10-26,19:32:00,2022-10-26,20:38:00
3577,SPP RE,Oklahoma:,Severe Weather,Unknown,235000,2020-10-27,17:50:00,,
3578,SERC,Louisiana: Ascension Parish;,System Operations,0,0,2021-10-27,17:57:00,2021-10-28,16:49:00
3579,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,169000,2021-10-27,02:25:00,2021-10-29,08:37:00
3580,SERC,Arkansas:,Vandalism,Unknown,0,2022-10-27,00:01:00,2022-10-27,13:00:00
3581,WECC,California: Plumas County;,Islanding,4,482,2016-10-28,13:29:00,2016-10-28,13:38:00
3582,SERC,Alabama: Florida: Mississippi: Georgia:,Severe Weather,253,35478,2020-10-28,21:37:00,2020-11-02,19:30:00
3583,SERC,Louisiana:,Severe Weather,Unknown,481268,2020-10-28,18:00:00,2020-10-29,01:15:00
3584,TRE,Texas:,Transmission Interruption,Unknown,Unknown,2020-10-28,11:53:00,2020-10-28,15:26:00
3585,TRE,Texas:,Severe Weather,Unknown,Unknown,2020-10-28,10:28:00,2020-10-28,10:29:00
3586,SERC,"Louisiana: St. Tammany Parish, St. Mary Parish;",Severe Weather,Unknown,72707,2020-10-28,17:12:00,2020-10-29,16:30:00
3587,WECC,Montana: Valley County;,System Operations,20,0,2021-10-28,12:47:00,2021-10-28,13:05:00
3588,TRE,"Texas: Angelina County, Bell County, Cherokee County, Collin County, Denton County, Dallas County, Ellis County, Hunt County, Johnson County, McLennan County, Nacogdoches County, Smith County, Tarrant County, Travis County, Williamson County;",Severe Weather,Unknown,250000,2021-10-28,14:15:00,2021-10-30,08:00:00
3589,TRE,Texas: Harris County;,Severe Weather,Unknown,130000,2021-10-28,14:45:00,2021-10-29,20:30:00
3590,TRE,Texas: Haskell County;,Actual Physical Attack/Vandalism,Unknown,Unknown,2021-10-28,12:06:00,2021-10-28,12:30:00
3591,WECC,California: Los Angeles County;,Vandalism,2,0,2022-10-28,14:16:00,2022-10-28,15:00:00
3592,NPCC,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,Severe Weather,Unknown,310453,2017-10-29,23:40:00,2017-11-01,18:08:00
3593,WECC,California: Shasta County;,Vandalism,0,0,2018-10-29,05:00:00,2018-11-07,07:00:00
3594,MRO,Minnesota: Douglas County;,Vandalism,0,0,2018-10-29,08:39:00,,
3595,MRO,"Wisconsin: Brown County, Manitowoc County, Calumet County, Winnebago County, Kewaunee County, Door County, Oconto County, Marinette County, Forest County, Langlade County, Oneida County, Vilas County, Lincoln County, Oneida County, Portage County;",System Operations,0,0,2019-10-29,13:46:00,2019-10-29,14:49:00
3596,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,461580,2020-10-29,08:15:00,2020-10-31,18:45:00
3597,NPCC,Maine:,System Operations,0,0,2020-10-29,11:58:00,2020-10-29,13:10:00
3598,SERC,"Alabama: Baldwin County, Butler County, Clarke County, Conecuh County, Escambia County, Lee County, Lowndes County, Macon County, Montgomery County, Pike County, Russell County, Tallapoosa County, Talladega County, Washington County, Monroe County; Florida: Escambia County, Okaloosa County, Walton County, Santa Rosa County;",Severe Weather,0,90000,2020-10-29,02:00:00,2020-10-31,09:00:00
3599,NPCC,Vermont: Lamoille County;,Suspicious Activity,0,0,2021-10-29,14:20:00,2021-10-29,15:00:00
3600,RF,"Maryland: Baltimore, City of;",System Operations,0,0,2018-10-30,14:02:00,2018-10-30,14:42:00
3601,WECC,"California: Los Angeles County, Orange County, Riverside County, San Bernardino County, Ventura County, Kern County;",Severe Weather/Distribution Interruption,285,114402,2019-10-30,06:32:00,2019-11-01,13:29:00
3602,RF,New Jersey:,Suspicious Activity,Unknown,Unknown,2021-10-30,07:31:00,,
3603,TRE,Texas: Harris County;,Severe Weather,402,140932,2018-10-31,19:30:00,2018-11-01,18:55:00
